id,text,cat_val
641,We’re being herded towards mandatory vaccination and both main parties will support it. Where are the sceptics? The Liberals? Where are the old Boris and Gove? The ones who hated this type of authoritarianism. https://t.co/xTx54Tnth2,M
642,@jerseylil @ProfKarolSikora Not forgetting of course that you can transmit and pass onto others too. If you believe in the vaccine why are you worried? This mass vaccination will create variants. Viruses will find their way around the jab. The unvaccinated should have more fear of you as you are the threat!,R
643,Israel's dilemma: Can the unvaccinated return to workplaces? https://t.co/8PuIs5tkqq #HR,M
644,"Dr. Mike Yeadon to @MordechaiSones:  
 “I’m well aware of the global crimes against humanity being perpetrated against a large proportion of the worlds population. “I feel great fear, but I’m not deterred from giving expert testimony..."". https://t.co/JSOwFX7UiR https://t.co/tw9TB2yKvv",G
645,"@joanne68022274 As I said, it's hard to let go of beliefs, over the year he's position has drastically changed &amp; he's openly talking about depopulation. It might be that he moves closer to the truth, but seems he's trying. Anyway, respect your opinion as we all have the right to hold one.",G
646,Dont get vaxxed. You are being had https://t.co/KXQS6NL8op,G
647,"Israel’s dilemma: Can the unvaccinated return to workplaces? - #All_Health_Fitness_Tips - JERUSALEM (AP) — After spending much of the past year in lockdown, Tel Aviv makeup artist Artyom Kavnatsky was ready to get back to w... - https://t.co/mGjwrTOMgb",M
648,"@LozzaFox Desperate to vaccinate as many as possible before the whole thing crumbles

So you have to ask why the desperation 

Is it to introduce health passports/digital ID or is it depopulation 

It can only be one of those, question is which one",G
649,"@LozzaFox Desperate to vaccinate as many as possible before the whole thing crumbles

So you have to ask why the desperation 

Is it to introduce health passports/digital ID or is it depopulation 

It can only be one of those, question is which one",M
650,@bbc5live So that woman is happy to have her teeth seen to by someone who remains unvaccinated but doesn’t want to go into a pub with the same person?,M
651,@Covid_CallOut There isnt any logic as its all part of a master plan by many Governments using the Trojan horse of covid to introduce either health passports/digital ID or a depopulation agenda,G
652,@hrconfes Israel's dilemma: Can the unvaccinated return to workplaces? https://t.co/ewPmz2LsU0 #HR,M
653,"There’s no end to the number of scandals in #Irelandlockdown. @HSELive continues to sentence people to death. Not hyperbole, they knew what they were doing https://t.co/Km05lxGQYt",G
654,@Agamemn92874662 15 yesterday at Glasgow Airport vax centre and about 6 in my local. And I don't believe a word on NHS websites or from MSM but you do obviously.  The tide is turning. The unvaxxed will win this. You vaxxed lot will know your fate further down the line. Enjoy your day now.,R
655,"@PoliticsForAlI @DailyMail They are desperate for everyone to have the vaccine

Question is why

Is the health passport the endgame or is it depopulation

Its got to be one of those

Both are sinister",G
656,To the 99%; are you ready for WWIII? This is the last straw before humanity loses their rights and freedoms forever #NoVaccinePassports #NoVaccine,M
657,"Don't try make sense of it.
It's corruption. That's all you need to know https://t.co/9WzV1KyvtP",G
658,"@PeterRapenske @KyleKashuv Under this standard, Covid a non-event for 99% of people now. Yet you think those 99% should inject themselves with experimental lab therapies? Again, IF they work why the need to worry about unvaccinated. Answer that without a series of what-ifs.",R
659,"@KyleKashuv @JuliaHB1 And I thought all those UN agenda 21 people were nut jobs. Every day, more and more of it becomes a reality. When does it stop. Camps for the unvaccinated? Digital Tattoos for the rest of us. Complete control and ownership of your Human Resources.",M
660,@jennyrickson @Truthseeker1985 It needs to be people both vaccinated &amp; unvaccinated standing together against this descent into government medical surveillance &amp; control tyranny both for our sake and for all the generations who come after us.....it's not going to stop at one vaccination if it comes to pass....,M
661,How long before it's illegal to be unvaccinated?  🤔,M
662,"""There is no place for us in New Normal society ... so they are discussing the need to segregate us, how to segregate us, when to segregate us ... in their eyes, we are no more than criminals, or, worse, a plague, an infestation."" https://t.co/GN57fJ5kGD",M
663,It makes no sense if the vaxxed can still get and transmit the virus  ...its not about the virus https://t.co/ohOn8T7GER,M
664,"How about passports for paedophiles, rapists and people genuinely a threat to the public. Oh no, that's right, it's against their human rights and right to privacy. They are now safer than the unvaccinated. 
#VaccinePassports",M
665,So. The conspiracy theorists were right again. The @GOVUK simply want control and what you can access depends on how subservient you are to them. Despite law against discrimination for unvaccinated people they want to oppress #CovidVaccine #lockdown,G
666,So. The conspiracy theorists were right again. The @GOVUK simply want control and what you can access depends on how subservient you are to them. Despite law against discrimination for unvaccinated people they want to oppress #CovidVaccine #lockdown,M
667,"@BNODesk It is difficult to judge without knowing the natural incidence.
So 30 cases out of all ppl vaccinated, against how many cases out of unvaccinated?
Last I heard was case number in unvaccinated was higher, so does that mean the vaccine actually protects you from it?",R
668,@LozzaFox How long before it's illegal to be unvaccinated?,M
669,"@HowardSteen4 Lots of Profs &amp; Drs have explained clearly the effects of the #CovidVaccines &amp; what they will do to those that have been blindly guided ""to take a shower"" #Auschwitz Ex Pfizer Dr. Mike Yeadon explains https://t.co/DfPkSRXmi8 as does Dr. Sucharit Bhakdi https://t.co/CYfQuOUOVs",R
670,@AmyLeMesmer @sophieinthewild @PoliticsForAlI @Telegraph Yeah but I don’t want to be sat next to them in a pub or restaurant. I’d rather these people be locked out of society they pose a greater risk to both vaccinated and unvaccinated people.,M
671,"If I'm not vaccinated, I will still have chances to contract COVID 19. But if I am to be vaccinated, I will still have chances of contracting ones and suffer from the side effects of tha vaccine. So No Vaccine #MyBodyMyChoice",M
672,"They Won't actually. Because we will Refuse
to get them.
Up Yours ,#Boris-The BOZO - Pathetic Puppet of
#BillGatesBioTerrorist.
#ToryCriminals - Out. https://t.co/Cm88WS5WV8",G
673,#Israel's dilemma: Can the unvaccinated return to workplaces? (from @AP) https://t.co/IcOdEyujRX,M
674,Dr. Sherri Tenpenny Explains How the Depopulation COVID Vaccines Will Start Working in 3-6 Months! - Must Video | Health https://t.co/aKeXj0Rao0,G
675,@Liv__Es Of course we all know that the “virus” is very intelligent and can pick out the vaccinated from the unvaccinated. Bare in mind too that supermarkets are already full of a mixture of both and a passport won’t be needed there according to Bojo 😂,M
676,How is your impeachment of Biden going? https://t.co/ceifWSRG82,G
677,"@TiceRichard How long before it's illegal to be unvaccinated?
Arrest warrants issued for the unclean?",M
678,@uk_sf_writer @BBCNews A domestic ‘passport’ will discriminate against those who choose not to have the free experimental vaccine at this stage. I can see enterprises putting up ‘No Unvaccinated’ signs just as we saw ‘No Travellers’ signs in pub windows years ago.,M
679,@gemsays I am very interested to see what happens to the vaccinated if we get another wave compared to the unvaccinated. There is a concern that messing with the immune system this early can have a detrimental effect on your reaction to the virus. I am watching closely.,R
680,@hrconfes Israel's dilemma: Can the unvaccinated return to workplaces? https://t.co/gEBLmBS0TP #HR,M
681,and what happened to #mybodymychoice? #VaccinePassports,M
682,"@GiveBloodNHS are you segregating blood donated from vaccinated and unvaccinated people?
Are you prepared for lawsuits from people that you may infect with genetically modified blood?

@L4L_UK",R
683,"#mybodymychoice 

If anyone is thinking of organizing a protest to show their support for nurses and others who are currently being coerced into taking the Covid-19 vaccine - I would attend in a heart beat, and I expect thousands of others would too

Please retweet",M
684,https://t.co/4Vwho4JSGg An interview with a Nazi Germany survivor and a Lawyer who is going to be bringing class action law suits against governments. #NurembergCode #Nazi #Covid19UK #NoVaccinePassports #novaccine,M
685,"I found it disgusting. Purchasing doses of vaxx that are not only costing taxpayer's money, but also taxpayer's lives.
So much for human lives valuation.
#MyBodyMyChoice",M
686,@RodJone75746225 @CraigSpillard @powelly_wwfc I mean an unvaccinated adult. And will they introduce tests as a means of compliance? Right now it’s all guesswork. I just hope those that don’t have the option (ie kids and some adults for med reasons) aren’t discriminated against,M
687,Only a matter of a time until these peaceful protests turn into riots across the world #NoVaccinePassports #novaccine,M
688,Israel's dilemma: Can the unvaccinated return to workplaces? (from @AP) https://t.co/HnCXzLqgg8,M
689,@RobFreudenthal @kellmano9 And admitting the wilfully unvaccinated to synagogue runs counter to the Jewish values I hold of being responsible and preserving life. It’s a tricky one but a mistake to say that Judaism clearly points against vaccination status.,M
690,"@HollyCairnsTD ""Bringing unvaccinated people in""...Most Mothers arnt vaccinated either. How are plans in place for GAA to resume, discussions in motion for non essential retail but women at their most vulnerable are forgotten again. Disgraceful.",M
691,@VaslavOldBean @MartinDaubney 🤣 you are probably more of a risk to the unvaccinated as you can still pass the virus and you won’t even know you have it as it suppresses symptoms. You are the danger.,R
692,@goodfoodgal Depopulation,G
693,"@IainLees Its a loss of civil liberty, and no evidence being Vaxxed stops the transmission of the virus so why have a passport ?",M
694,Israel's dilemma: Can the unvaccinated return to workplaces? https://t.co/6gCSjLslV5,M
695,and of course they need their Behavioural Insights team and marketing dept to SELL us the passports (aka MANIDITORY DEPOPULATION 'VACCINATION' FOR 'PERCEIVED FREEDOMS') !! https://t.co/DDTNxwTQIi,G
696,and of course they need their Behavioural Insights team and marketing dept to SELL us the passports (aka MANIDITORY DEPOPULATION 'VACCINATION' FOR 'PERCEIVED FREEDOMS') !! https://t.co/DDTNxwTQIi,M
697,@CalderaWoodchip @ALancashirelad @MrJLebeau1 3/3 benefits the establishment (certificate of vaccination identification COVID). The solution is the new social control system/ social credit system. Depopulation removal of all inalienable rights from future generations. Centralised top down governance.,G
698,@CalderaWoodchip @ALancashirelad @MrJLebeau1 3/3 benefits the establishment (certificate of vaccination identification COVID). The solution is the new social control system/ social credit system. Depopulation removal of all inalienable rights from future generations. Centralised top down governance.,M
699,"The ONLY reason we in our 70s have agreed to have the vaccine is the fear that without we might be deemed unfit to go on cruises abroad.
Have we been coerced?
Had all other jabs minus seasonal flu [it mutates] as we are not normally anti vaccinations. https://t.co/qAp5bmfIcB",M
700,@SteveKinlan How many unvaccinated people have had blood clots .,R
701,It is coercion and it's not lawful to coerce someone to have a medical procedure. Where on earth are all the human rights brigade when it actually matters? https://t.co/vYuPxvJWd9,M
702,"@uk_sf_writer @BBCNews If you are refused entry to a pub or restaurant, that is discrimination. I have had the vaccine and would happily sit in a pub with 100 unvaccinated people. I'm safe so why would I care? Those unvaccinated take the risk. Their choice they don't affect those that don't.",M
703,"@uk_sf_writer @BBCNews Vaccinated: can catch and transmit virus but own symptoms milder
Unvaccinated: can catch and transmit virus but own symptoms stronger
What is medical point of any Covid passport?
A Covid passport is discriminatory against those with common sense.",M
704,"@thevirdas U have had too much of Bill Gates propaganda . No matter how fascist the government ,it cannot dictate what it can inject in my body . #mybodymychoice . For those who wants to be vaccinated ,sure go ahead ,wear a triple layered mask and stay the fuck home.",G
705,"@thevirdas U have had too much of Bill Gates propaganda . No matter how fascist the government ,it cannot dictate what it can inject in my body . #mybodymychoice . For those who wants to be vaccinated ,sure go ahead ,wear a triple layered mask and stay the fuck home.",M
706,Israel’s dilemma: Can the unvaccinated return to workplaces? https://t.co/3uxH6U4LP3,M
707,I just finished shopping at target and didn’t have a mask on for 99% of it. Put one on to walk in and just put it on to check out. Nobody said anything nobody even looked at me. It’s time for everyone to stop wearing those stupid things unless you feel like it. #mybodymychoice,M
708,Can the unvaccinated return to workplaces? https://t.co/Zk5T6cUaaq,M
709,@nickelsgb It will become a national sport hunt the unvaccinated.,M
710,"""I don't want to rub shoulders with the unvaccinated"": This is like 16th, 17th, 18th and 19th centuries- the great unwashed! #jeremyvine",M
711,"The fact that astrazeneca causes blood clots for young and old and many died because of it. And they still force to take it now thode 50 and above. Plus they changed the name vaxzevria,  shows they want to kill people.
It's buisness its depopulation it us not for your health.",G
712,@hughosmond Wholly irrational. The whole point of vaccination is to enable people to mingle with those who otherwise might infect them. To prevent the vaccinated mingling with the unvaccinated is preposterous.,M
713,"Vaccinated = free healthcare 
Unvaccinated = no access to free healthcare",M
714,@talkRADIO @JuliaHB1 The unvaccinated are not a walking bio hazard. If this government thinks they will get away with this they are in for an almighty shock.,G
715,@talkRADIO @JuliaHB1 The unvaccinated are not a walking bio hazard. If this government thinks they will get away with this they are in for an almighty shock.,M
716,Israel's dilemma: Can the unvaccinated return to workplaces? https://t.co/bfkZhuF8Bz,M
717,"@italia_patriot My body. My choice. 

#InformedConsent",M
718,"Imagine a world where Covid-19 is claiming no lives because the vulnerable are vaccinated.  Everything is normal. 

Still the media will be persecuting the unvaccinated.  

Save lives!  (Nobody is dying)
Stop the spread! (It stopped)
Be responsible! (For who?) https://t.co/noQfYGmyWc",M
719,"@Sand_Dancer81 @DailyMailUK @BorisJohnson It is discriminatory against everyone, vaccinated or unvaccinated. The introduction and use should be opposed as there will be no end to the system. @BigBrotherWatch",M
720,"Israel’s dilemma: Can the unvaccinated return to workplaces?

https://t.co/NUhHYHjPFN ...over 80% of Israel's adult population is vaccinated, but some are unwilling.",M
721,"Unlike some, I've got no issue with vaccine passports. I have absolutely no sympathy for somebody who could get vaccinated but chooses not to. 

However, you surely can't bring in the scheme until everybody has been offered a jab. How is that fair to young people in particular? https://t.co/2hj1hak2iX",M
722,Can the unvaccinated return to workplaces? https://t.co/m9Xz8oP8j8,M
723,@EssexPR Depopulation is the only 'industry' they are currently concerned with.....,G
724,"@JulieBorowski Maybe, 'cuz grey area.

Biz ought be able to post a ""unvaccinated unwelcome"" sign (like the ""no firearms"" policy window stickers), but ought NOT be able to physically/ digitally screen for vax record, likemthey don'tmpat-down for weapons.",M
725,"@HuntedTeamNick @UB5simon @LibDems @EdwardJDavey if you have been vaccinated, are you really at risk from an unvaccinated person? if so then what is the point in the jab?",R
726,"@rufo4congress @TomoLibertarian I'd like to hear her opinion on those who contracted covid, and now have natural antibodies. Yeah, are they to be treated as unvaccinated? They're better than the vaccinated, for their antibodies ARE NATURAL. I'd like to hear her answer, for it would expose this scheme even more.",R
727,"This is starting to make sense now. 
Vaccines for those countries that can afford it. Are the unvaccinated to become one big leper colony?  https://t.co/4bygOpViYe",M
728,Can the unvaccinated return to workplaces? https://t.co/FuGd6IJmEI,M
729,@MTSeed88 No country in the world is going to let unvaccinated people in,M
730,"Remember this deliberate policy of inaction; of sacrificing unvaccinated, vulnerable people to yet another wave.  

Such deaths are not ""inevitable"". They are #Johnson's accepted casualties as he is lazy and weak. https://t.co/8weSuUKJlB",M
731,@Freshswagg90 Plus the top timers believe in depopulation and you and I know what that means! Tilekele pompa akutiona tingasanduke ma target 👀,G
732,Listen to this before you decide on vaccines and health passports #InformedConsent #NoToVaccinePassports #HealthApartheid #EnoughisEnough #NoMasksInClass https://t.co/hVIj6iIxPD,M
733,@LutherBeckett What if it’s a mass depopulation program?,G
734,"@MartinDaubney @Anthonybrown83 I thought the vaccine just protected the indivual who has it? So inviting unvaccinated people to a party only puts the unvaccinated individual at risk, and if they’re willing to take the risk I see no problem?? Maybe just looking for narratives here.",M
735,"@marymcc25625784 ""Mike Yeadon, former Pfizer head of research...Yeadon goes on to contemplate that the ‘vaccine’ is a depopulation device: ‘I can’t think of a benign explanation why they are doing it.’ https://t.co/p9ZsLkFVp7",G
736,@Gary_Kidson @boredvicki @BorisJohnson So how does a unvaccinated person be a threat to someone who’s had the vaccine? Your statement is stupid,R
737,@MartineBBC re: vaccine passports. What about my human rights? In 1 of priority groups &amp; wife has terminal cancer. Why should we have to be in close contact with anyone unvaccinated? Passports will ID those refusing vaccine &amp; help to tackle vaccine “hesitancy” so a good thing.,M
738,@LiaMorgs And it should be my choice to opt not to be near unvaccinated people until I can get vaccinated.,M
739,@totallyfedup36 @Gary_Kidson @steven8661 @boredvicki @BorisJohnson I doubt he was informed it was still in trials until 2023. I've checked NHS website and while it states some side effects there is no mention of trial status and emergency use only. Therefore it is not #InformedConsent and so is a violation of the #NurumbergCode article 1.,M
740,@Carlabela1 I wonder if  it will become  a prerequisite for  travel insurance  or affect premiums ..ie unvaccinated pay more.,M
741,Israel's dilemma: Can the unvaccinated return to workplaces? (from @AP) #COVIDVaccine #Israel #COVID19 https://t.co/1qPI0miHuf,M
742,@MartinDaubney I would think families arguing about this are probably families with other tensions too. We will all be together on Easter Sunday. Vaccinated and unvaccinated.,M
743,"@jongaunt @BorisJohnson How do you manage it Jon, App on your phone? Hundreds of thousands of vaxxed elderly don't even have a phone, and some, like my Dad, don't know how to use apps. Your ideology will never get off the ground.",M
744,Can the unvaccinated return to workplaces? Israel's new dilemma amid coronavirus https://t.co/Ty9WSvcLDA,M
745,"@Zorgvoordezorg1 2009👆nanoparticles for #NASAL vaccination

Hydrogel biosensor implantable nanotech Gates+ #Profusa, #DigitalHealth😙 company

Poison absorbtion. Smart dust DELIVERY systems

Are we being #PCRtest-ed, or VACCINATED with a nanochip without #InformedConsent?!

Autoimmune #CovAIDS™ https://t.co/7BXX8HYEwb",G
746,"@Zorgvoordezorg1 2009👆nanoparticles for #NASAL vaccination

Hydrogel biosensor implantable nanotech Gates+ #Profusa, #DigitalHealth😙 company

Poison absorbtion. Smart dust DELIVERY systems

Are we being #PCRtest-ed, or VACCINATED with a nanochip without #InformedConsent?!

Autoimmune #CovAIDS™ https://t.co/7BXX8HYEwb",R
747,"@Zorgvoordezorg1 2009👆nanoparticles for #NASAL vaccination

Hydrogel biosensor implantable nanotech Gates+ #Profusa, #DigitalHealth😙 company

Poison absorbtion. Smart dust DELIVERY systems

Are we being #PCRtest-ed, or VACCINATED with a nanochip without #InformedConsent?!

Autoimmune #CovAIDS™ https://t.co/7BXX8HYEwb",M
748,Can the unvaccinated return to workplaces? Israel new dilemma amid coronavirus https://t.co/Ty9WSvcLDA,M
749,"@JasonGroves1 God forbid if you wanted to procreate! This is where the depopulation comes in then. No one is allowed physical or sexual contact ever again, it's not safe. What a pity your parents didn't exercise that rule before you were born!",G
750,Israel’s dilemma: Can the unvaccinated return to workplaces? https://t.co/LVSna0rQ0o,M
751,"One of the doctors where I work wrote an article that I should ""be a hero"" and take the vax. I think that's a baaadd (sheep sound) idea. #NoVaccine",M
752,@JimDelos147 @cherese88419639 @Aaron_Stevens81 @danboy The world can be made better by vaccine deaths and depopulation. Sure.,G
753,@suzyaccount @KungFuMovieGuy You can't. The vax only protects against this strain. Any future strains will be deadly. The vaxxed are in serious trouble.,R
754,@JimDelos147 @cherese88419639 @Aaron_Stevens81 @danboy I did. About co2. Which we as humans dismiss on exhalation. He also spoke of population increase towards 9bn. Hence the next statement about vaccines being used as a depopulation mechanism.,G
755,"@Alan_McGuinness @BigBrotherWatch @silkiecarlo ""Un-British"", more like inhumane, what next the unvaccinated tattoo'd and made to wear a badge on their arm. This is very sinister and anybody thinking it's a great idea needs a history lesson!",M
756,@benmagelsen Another aspect is informed consent. Not one person I’ve asked who has been vaxxed was informed of the potential for antibody dependent enhancement which has been a known issue with any prior attempts with a coronavirus vaccine in animal trials.,M
757,"@BreesAnna Tell me, why are vaccinated people with passports, allowed to enter certain places, and unvaccinated people can’t, if as Matt Hancock said, vaccinated people are super spreaders.???? Just about control nothing to do with a virus.",M
758,"@LiezeNeven @harrylitman Spoken like big pharma salesmen. 

If someone wants to take their chances that is their prerogative. 
What business is it of anyone else?  You're vaxxed. You're safe.  None of your business if someone wants to take their chances.",M
759,"@Tobias_Ellwood Your boss, an advocate of depopulation, keeps quoting the #BuildBackBetter mantra of the globalist “you’ll own nothing and be happy” lunatics. Do you think you could wake up and smell the coffee?",G
760,"@DamoPelham3 Gov will hold both new variants &amp; the unvaccinated responsible. As someone who studies the dark side of human nature I'll tell you this: the damaged vaccinated folks (still alive) will be so angry for being maimed &amp; fearful that they've been duped, that they'll buy the Gov lies.",G
761,"@DamoPelham3 Gov will hold both new variants &amp; the unvaccinated responsible. As someone who studies the dark side of human nature I'll tell you this: the damaged vaccinated folks (still alive) will be so angry for being maimed &amp; fearful that they've been duped, that they'll buy the Gov lies.",R
762,@darrenmark69 @BorisJohnson @MattHancock @Keir_Starmer @SirGrahamBrady The want mass depopulation by stealth means and people fall for it,G
763,"@WardsChar @SaintEd61 Never said any such thing. Every other country is issuing Covid passports. No other country will let people in without one. No airline will fly you.
It's up to employers to decide if they'll employ unvaccinated people.",M
764,Can the unvaccinated return to workplaces? https://t.co/I1WCbqjnnn,M
765,As someone who is vaccinated I completely oppose #VaccinePassports. This isn’t vaccinated vs unvaccinated this is freedom vs totalitarianism.,M
766,"Require businesses to serve unvaccinated people. 

Nothing like loving the free market and small government. 

Also, are we really supposed to believe she's unvaccinated too?

https://t.co/PJxgkwdvk0",M
767,"What’s next, Joe? Concentration camps for the unvaccinated. https://t.co/UdU3POH6G6",G
768,"What’s next, Joe? Concentration camps for the unvaccinated. https://t.co/UdU3POH6G6",M
769,@Idonotconsent6 Listening to Geert Vanden Bossche it sounds like the vaxxed are fairly fcuked come next flu season. But we're in trouble too when they start shedding more virulent strains. It'll be the unvaxxed that will need protecting from the vaxxed. How ironic.,R
770,@TruthSp01978317 @am_mirk @NattyAnne09 I had a few days of sinus issues once most of the office colleagues were vaccinated of course they could buy tickets for the recent sporting events to which I could not unless I registered with approved doctor and got vaxxed or tested and carried digital proof. HM Government.,M
771,"@N33Ama @karma44921039 I firmly believe blood donations should now be divided between vaccinated and unvaccinated. Cause she’s right, I don’t fucking want my blood to get mixed up with some dumb idiot who took an experimental vaccine and then virtual signals by donating blood 🤦🏻‍♀️",R
772,"https://t.co/c6eUBIGclD
Adverse reactions just to the AstraZeneca vaccine including sadly deaths and 59 who have gone blind from receiving it amongst many other medical problems. please research thoroughly before thinking about having it. #vaccinedamage",R
773,"The global north, hoarding vaccine supplies and blocking the waiving of patents, refuses to acknowledge that variants arising from unvaccinated countries (i.e. mostly global south nations, probably) would eventually affect their vaccinated, ivory asses.",R
774,DuckDuckGo is Down &amp; Stargate SG1 Depopulation Episode https://t.co/W9LrA8RqCX via @YouTube,G
775,"""DR.FAUCI""IS SIMPLY A WASTE OF TAX DOLLARS 
ONLY CCP CAN BE HAPPY WITH HIM https://t.co/heBKXAh3Hp",G
776,@dominiquetaegon It’s absolutely buffoonery. And to segregate society between those who have been unvaccinated and those who haven’t is plainly absurd. This hapless government needs to re-read 1984 and Brave New World.,G
777,@dominiquetaegon It’s absolutely buffoonery. And to segregate society between those who have been unvaccinated and those who haven’t is plainly absurd. This hapless government needs to re-read 1984 and Brave New World.,M
778,"""...if someone wished to harm or kill a significant proportion of the world’s population over the next few years, the systems being put in place right now will enable it. It’s my considered view that it is entirely possible that this will be used for massive-scale depopulation.”1",G
779,"“I don’t want to rub shoulders with the unvaccinated.”

Why. Do. You. Care.",M
780,"@Sam11120951 @SkyNews Why, my unvaccinated ass will poss the same risk as someone who has been vaccinated",R
781,"If you've been vaccinated and are still worried about being around unvaccinated people, then stay at home for the rest of your life!",M
782,Israel's dilemma: Can the unvaccinated return to workplaces? (from @AP) https://t.co/AAXF4yKNS7,M
783,"@powerfulCRE Yes, and one of those is depopulation.",G
784,"@Arwenstar Well two fully vaxxed people aren't allowed to meet inside, cos vaccines aren't 100% effective, according to the PM.
So based on that, there is zero need for them anyway.",M
785,@KoolKat1025 It about communist control and dominance over your life. The flu has vanished as will about 5bn of us in their depopulation plans,G
786,"@ZubyMusic Quick let’s get them all vaxxed, indexed and filed before the bastards start enjoying their freedoms!",M
787,"@JohnBoweActor Passport and vaccination doesn't stop you from infecting someone who hasn't had it , but stops that person  unvaccinated being equal for no reason if their negative.",M
788,@K1971Martin @SkyNews I look forward to the first court case. SAGE don't even allow medical exemptions for unvaccinated. What's the problem with requiring a negative test before boarding? Just because you're vaccinated doesn't mean you can't get it &amp; see the Diamond Princess nos.,M
789,"At least #Portugal is not holding people to ransom, who are either unable to have the #vaccine or choose not to.  

#healthpassport #CivilLiberties #Liberty2019org 

Portugal to welcome unvaccinated Britons from May - The Times and The Sunday Times https://t.co/tm0ix1hwaX",M
790,@EssexPR @BorisJohnson Hasn’t Ireland said the opposite? I’m waiting for him to say unvaccinated have to stay outside like some sort of “dirty” “unclean” citizens,M
791,"@LutherBeckett And COVID itself isn't a depopulation mechanism?
There's too many damn people on this planet so as it is.",G
792,"It's critical that we all stand together against vaccine passports. The vaccinated and the unvaccinated. Don't cooperate, don't patronize businesses that require them. Snuff this fascist idea out before it grabs hold and grows. #VaccinePassports",M
793,@JessicaRoseUK @talkRADIO @BritainFree @mrmarkdolan If the vaccine works why do you need protecting from the unvaccinated?,M
794,"@YardleyShooting I propose the the use of an immediately recognisable symbol legally required be worn by the Unvaccinated. 
Two identical equilateral triangles, in yellow for good visibility, one pointing up, the other down, superimposed one upon the other......
It's been done before!",M
795,"@Eddystone506 There's a serious danger of exclusion (private members club) and stigmatisation of the unvaccinated and marginalised individuals. Which is fine, maybe. Unless they're politically active.",M
796,New Jersey gym owner offers free memberships to unvaccinated people https://t.co/6UqNlqEgzG,M
797,@DanielleMcGrane @ChristianPaten 2. I never advocated for choice of the individual to be taken away. The HSE aren’t obliged to provide clinical placements to universities. The placements for the unvaccinated students will be rescheduled when the pandemic is over.,M
798,#DissolveParliament make Britain great again 😅 https://t.co/mJsQR3ke97,G
799,"@TofuForBrains @PeterHamby Well, when you consider 98% of unvaccinated people don’t get the virus. 90% for vaccinated doesn’t seem too hot. Haha",R
800,"@TheScepticIsle The messaging around this is dreadful. But I think there is a reason, perhaps two: equity between vaccinated and unvaccinated groups, and maintaining control of lockdown until HIT is achieved. Also minimising risk of vaccine escape variants (although this is a worldwide issue).",M
801,@maeday05 @erinhaust Your tweet is worrying because: 1. You automatically (incorrectly) assume that an unvaccinated person is a bio hazard. 2. You assume (incorrectly) that you can’t catch or transmit the virus after vaccination. Are you getting your children vaccinated?,R
802,"What are they going to do? My prediction is lock everything up again across the world and blame the ""unvaccinated"". Whilst lying about stronger strains that need........drum roll......🥁.......another gene altering jab. 💉💉💉💉💉 https://t.co/oBkM8PBwkt",G
803,"What are they going to do? My prediction is lock everything up again across the world and blame the ""unvaccinated"". Whilst lying about stronger strains that need........drum roll......🥁.......another gene altering jab. 💉💉💉💉💉 https://t.co/oBkM8PBwkt",M
804,"@JasonGroves1 He (hopefully) knows this makes no sense, considering the next points in the roadmap. This is concern about giving freedoms to vaccinated people before others, it's likely unvaccinated people will revolt and meet others inside too if this is allowed.",M
805,"@garethicke They’re really going to push the vaccine now and in the face of scientific evidence, get it into as many people as poss, after that vaccination passports and persecution of those unvaccinated, intensified by manipulating those who have already had the jab, will begin in earnest.",R
806,"I say NO to unBritish passports, within the UK. If most are vaccinated the only people at risk are the unvaccinated, which is their choice! https://t.co/sOASF6DYvD",M
807,"Let me get this straight: The Vax efficacy is so low that the combined protection afforded 2 vaxxed adults insufficiently lowers the risk for them to meet indoors. But, if you have a VaxPass you'll be able to go to the theatre with many others?

Are you really still buying this? https://t.co/gKfqQOroOl",M
808,"@PoliticsForAlI Two fully vaccinated people can’t meet indoors, but unvaccinated office workers should get off their lazy arses and back in to the office ASAP? His messaging is a mess.",M
809,"Hospitality being targeted yet again. #IDoNotConsent. Those that do this, impliment this, are colluding with the devil. Think about that, it is evil. Any 'fines' issued. Do not pay. We must stand up to the tyranny. It will not end if we don't. End of! https://t.co/jHOahHWefc",G
810,"Hospitality being targeted yet again. #IDoNotConsent. Those that do this, impliment this, are colluding with the devil. Think about that, it is evil. Any 'fines' issued. Do not pay. We must stand up to the tyranny. It will not end if we don't. End of! https://t.co/jHOahHWefc",M
811,"or have a #bank #account if they are not up to date. And all the while #vaccine being totally safe and totally protective, they skip the fact that if that was true, anyone who was #vaxxed would have absolutely nothing to fear, there would be no reason deny #travel for anyone!",M
812,"A vaccine forces a virus to find a mutation to protect itself, one on which the vaccine no longer works. As they bring out annual jabs we will end up with even more dangerous mutations, meaning those vaccinated might not only be a danger to themselves, but also the unvaccinated",R
813,"If you are Covid-19 vaccinated, why does it matter to you if other people aren't? If one of the unvaccinated has Covid-19, so what? How's it going to hurt you? You're vaccinated, stupid! Stop the illogical paranoia. Take your mask off, get on with your life.",M
814,Ambulance end of cul de sac. Fit elderly lady.  Wonder if she has been vaxxed?,R
815,"@EnergyAndSpace1 @memcculloch Do you trust the vaccine? I don’t care who sits/shops near me. They can have anything including hepatitis. ( which makes Covid look like a common cold) because I trust the vaccines I’ve had, why treat the unvaccinated as lepers?",M
